winner,loser,winner_wins,loser_wins,total_games,win_percentage,lose_percentage
younglink,marth,658,547,1205,54.61,45.39
megaman,littlemac,830,690,1520,54.61,45.39
ganondorf,wolf,2408,2002,4410,54.60,45.40
toonlink,lucina,1264,1051,2315,54.60,45.40
rosalina,mrgameandwatch,564,469,1033,54.60,45.40
ness,greninja,2856,2375,5231,54.60,45.40
zelda,wolf,3196,2658,5854,54.60,45.40
inkling,pyra,2978,2477,5455,54.59,45.41
kazuya,pichu,660,549,1209,54.59,45.41
rob,diddykong,2902,2414,5316,54.59,45.41
rob,sora,2421,2014,4435,54.59,45.41
toonlink,wolf,2166,1802,3968,54.59,45.41
zelda,kingkrool,2178,1812,3990,54.59,45.41
captainfalcon,marth,1221,1016,2237,54.58,45.42
metaknight,pit,251,209,460,54.57,45.43
banjokazooie,lucario,544,453,997,54.56,45.44
wolf,jigglypuff,2847,2371,5218,54.56,45.44
ike,zelda,1538,1281,2819,54.56,45.44
ken,miigunner,443,369,812,54.56,45.44
kazuya,peach,940,783,1723,54.56,45.44
megaman,ganondorf,695,579,1274,54.55,45.45
shulk,cloud,1804,1503,3307,54.55,45.45
luigi,banjokazooie,2026,1688,3714,54.55,45.45
diddykong,cloud,3227,2689,5916,54.55,45.45
banjokazooie,pichu,648,540,1188,54.55,45.45
banjokazooie,ridley,936,780,1716,54.55,45.45
bowserjr,hero,1081,901,1982,54.54,45.46
mewtwo,byleth,895,746,1641,54.54,45.46
wiifittrainer,samus,1563,1303,2866,54.54,45.46
iceclimbers,bowser,1299,1083,2382,54.53,45.47
zelda,mewtwo,807,673,1480,54.53,45.47
ness,younglink,2795,2331,5126,54.53,45.47
kazuya,drmario,892,744,1636,54.52,45.48
fox,jigglypuff,1736,1448,3184,54.52,45.48
ken,diddykong,862,719,1581,54.52,45.48
bayonetta,pokemontrainer,2327,1941,4268,54.52,45.48
ness,kazuya,2641,2203,4844,54.52,45.48
mario,pit,893,745,1638,54.52,45.48
toonlink,sora,731,610,1341,54.51,45.49
minmin,rosalina,423,353,776,54.51,45.49
kingdedede,zerosuitsamus,1735,1448,3183,54.51,45.49
metaknight,mewtwo,357,298,655,54.50,45.50
zelda,pichu,781,652,1433,54.50,45.50
megaman,bowser,1599,1335,2934,54.50,45.50
darksamus,kingkrool,933,779,1712,54.50,45.50
luigi,donkeykong,2727,2277,5004,54.50,45.50
lucario,pikachu,922,770,1692,54.49,45.51
toonlink,piranhaplant,637,532,1169,54.49,45.51
miiswordfighter,ganondorf,510,426,936,54.49,45.51
kazuya,terry,2884,2409,5293,54.49,45.51
bayonetta,incineroar,1792,1497,3289,54.48,45.52
pacman,metaknight,620,518,1138,54.48,45.52
megaman,lucario,329,275,604,54.47,45.53
peach,megaman,518,433,951,54.47,45.53
rob,rosalina,988,826,1814,54.47,45.53
donkeykong,zerosuitsamus,1928,1612,3540,54.46,45.54
wiifittrainer,toonlink,879,735,1614,54.46,45.54
wolf,byleth,2735,2287,5022,54.46,45.54
ken,wiifittrainer,922,771,1693,54.46,45.54
isabelle,diddykong,684,572,1256,54.46,45.54
sonic,sheik,739,618,1357,54.46,45.54
mario,sephiroth,2040,1706,3746,54.46,45.54
ness,incineroar,2954,2471,5425,54.45,45.55
toonlink,falco,1224,1024,2248,54.45,45.55
villager,pikachu,661,553,1214,54.45,45.55
kazuya,pikachu,1616,1352,2968,54.45,45.55
diddykong,captainfalcon,2192,1834,4026,54.45,45.55
palutena,isabelle,1886,1578,3464,54.45,45.55
incineroar,pikachu,2035,1703,3738,54.44,45.56
drmario,toonlink,552,462,1014,54.44,45.56
kazuya,kirby,1424,1192,2616,54.43,45.57
kingdedede,hero,2021,1692,3713,54.43,45.57
cloud,kirby,2870,2403,5273,54.43,45.57
ness,kingkrool,3798,3180,6978,54.43,45.57
snake,kingdedede,3097,2594,5691,54.42,45.58
pacman,lucario,752,630,1382,54.41,45.59
piranhaplant,iceclimbers,438,367,805,54.41,45.59
samus,ridley,1395,1169,2564,54.41,45.59
greninja,zelda,1537,1288,2825,54.41,45.59
olimar,robin,321,269,590,54.41,45.59
wiifittrainer,pichu,599,502,1101,54.41,45.59
snake,mrgameandwatch,3087,2588,5675,54.40,45.60
isabelle,mario,1349,1131,2480,54.40,45.60
wiifittrainer,miiswordfighter,440,369,809,54.39,45.61
link,fox,2015,1690,3705,54.39,45.61
ridley,kirby,1055,885,1940,54.38,45.62
wario,chrom,652,547,1199,54.38,45.62
hero,younglink,1392,1168,2560,54.37,45.63
wario,roy,1610,1351,2961,54.37,45.63
bayonetta,bowserjr,1057,887,1944,54.37,45.63
rob,mario,4715,3957,8672,54.37,45.63
richter,wario,423,355,778,54.37,45.63
kazuya,zelda,1487,1248,2735,54.37,45.63
ike,kingkrool,2011,1688,3699,54.37,45.63
zerosuitsamus,sephiroth,1302,1093,2395,54.36,45.64
ryu,chrom,281,236,517,54.35,45.65
isabelle,byleth,1013,851,1864,54.35,45.65
ike,pichu,813,683,1496,54.34,45.66
megaman,link,971,816,1787,54.34,45.66
peach,bowserjr,564,474,1038,54.34,45.66
peach,inkling,1229,1033,2262,54.33,45.67
megaman,ridley,533,448,981,54.33,45.67
luigi,piranhaplant,1424,1197,2621,54.33,45.67
pit,byleth,685,576,1261,54.32,45.68
palutena,piranhaplant,1942,1633,3575,54.32,45.68
diddykong,pyra,2699,2270,4969,54.32,45.68
incineroar,corrin,1265,1064,2329,54.32,45.68
pokemontrainer,rosalina,781,657,1438,54.31,45.69
richter,kazuya,555,467,1022,54.31,45.69
peach,pyra,1274,1072,2346,54.31,45.69
kazuya,palutena,3162,2661,5823,54.30,45.70
sonic,sephiroth,1616,1360,2976,54.30,45.70
bayonetta,hero,1573,1324,2897,54.30,45.70
miibrawler,pyra,1630,1372,3002,54.30,45.70
samus,link,2283,1922,4205,54.29,45.71
falco,marth,968,815,1783,54.29,45.71
darkpit,marth,386,325,711,54.29,45.71
diddykong,greninja,1534,1292,2826,54.28,45.72
megaman,falco,1097,924,2021,54.28,45.72
peach,wolf,1599,1347,2946,54.28,45.72
younglink,joker,3002,2529,5531,54.28,45.72
kingkrool,pit,622,524,1146,54.28,45.72
bowserjr,younglink,876,738,1614,54.28,45.72
megaman,pyra,1138,959,2097,54.27,45.73
miigunner,megaman,280,236,516,54.26,45.74
robin,cloud,2266,1910,4176,54.26,45.74
palutena,ridley,2198,1853,4051,54.26,45.74
incineroar,pit,708,597,1305,54.25,45.75
isabelle,sheik,319,269,588,54.25,45.75
sonic,cloud,4540,3829,8369,54.25,45.75
chrom,lucina,1009,851,1860,54.25,45.75
minmin,wario,971,819,1790,54.25,45.75
daisy,joker,710,599,1309,54.24,45.76
iceclimbers,ridley,461,389,850,54.24,45.76
bowserjr,pikachu,1102,930,2032,54.23,45.77
fox,pyra,2795,2359,5154,54.23,45.77
bayonetta,inkling,1860,1570,3430,54.23,45.77
fox,sora,1546,1305,2851,54.23,45.77
miiswordfighter,captainfalcon,726,613,1339,54.22,45.78
palutena,roy,4192,3540,7732,54.22,45.78
pacman,ryu,791,668,1459,54.22,45.78
banjokazooie,wolf,2567,2168,4735,54.21,45.79
daisy,captainfalcon,515,435,950,54.21,45.79
duckhunt,mario,992,838,1830,54.21,45.79
ridley,littlemac,1385,1170,2555,54.21,45.79
rob,simon,567,479,1046,54.21,45.79
darksamus,villager,232,196,428,54.21,45.79
pacman,mewtwo,877,741,1618,54.20,45.80
simon,lucario,84,71,155,54.19,45.81
terry,pikachu,2676,2262,4938,54.19,45.81
iceclimbers,donkeykong,847,716,1563,54.19,45.81
miigunner,jigglypuff,569,481,1050,54.19,45.81
snake,donkeykong,3501,2960,6461,54.19,45.81
mario,joker,4993,4222,9215,54.18,45.82
miigunner,greninja,493,417,910,54.18,45.82
darkpit,sheik,305,258,563,54.17,45.83
incineroar,kirby,1689,1429,3118,54.17,45.83
diddykong,roy,1918,1623,3541,54.17,45.83
miibrawler,younglink,722,611,1333,54.16,45.84
wario,byleth,1380,1168,2548,54.16,45.84
drmario,pokemontrainer,1315,1113,2428,54.16,45.84
kingdedede,link,2156,1825,3981,54.16,45.84
snake,zelda,2795,2366,5161,54.16,45.84
inkling,chrom,1141,966,2107,54.15,45.85
mrgameandwatch,corrin,1416,1199,2615,54.15,45.85
zerosuitsamus,simon,222,188,410,54.15,45.85
darksamus,mrgameandwatch,836,708,1544,54.15,45.85
kazuya,villager,503,426,929,54.14,45.86
daisy,villager,98,83,181,54.14,45.86
terry,lucas,2183,1849,4032,54.14,45.86
wario,random,268,227,495,54.14,45.86
duckhunt,pyra,1171,992,2163,54.14,45.86
isabelle,jigglypuff,1119,948,2067,54.14,45.86
pacman,peach,864,732,1596,54.14,45.86
miiswordfighter,kirby,393,333,726,54.13,45.87
wario,corrin,839,711,1550,54.13,45.87
palutena,mrgameandwatch,3999,3389,7388,54.13,45.87
miiswordfighter,lucina,459,389,848,54.13,45.87
captainfalcon,darkpit,1109,940,2049,54.12,45.88
toonlink,roy,1149,974,2123,54.12,45.88
terry,daisy,460,390,850,54.12,45.88
wolf,pyra,4188,3551,7739,54.12,45.88
banjokazooie,daisy,263,223,486,54.12,45.88
bowser,kirby,2617,2219,4836,54.11,45.89
cloud,lucina,3815,3235,7050,54.11,45.89
ness,ganondorf,2573,2182,4755,54.11,45.89
inkling,ganondorf,1994,1691,3685,54.11,45.89
pokemontrainer,falco,3245,2752,5997,54.11,45.89
byleth,lucina,1937,1643,3580,54.11,45.89
bayonetta,wolf,2393,2030,4423,54.10,45.90
palutena,kingdedede,3969,3367,7336,54.10,45.90
mario,chrom,1022,867,1889,54.10,45.90
darksamus,hero,686,582,1268,54.10,45.90
toonlink,ridley,673,571,1244,54.10,45.90
wario,littlemac,1056,896,1952,54.10,45.90
bowser,wolf,4825,4094,8919,54.10,45.90
lucas,wolf,2472,2098,4570,54.09,45.91
miibrawler,cloud,1931,1639,3570,54.09,45.91
iceclimbers,sonic,947,804,1751,54.08,45.92
snake,steve,3855,3273,7128,54.08,45.92
pit,random,179,152,331,54.08,45.92
samus,mario,2739,2326,5065,54.08,45.92
ike,shulk,856,727,1583,54.07,45.93
zerosuitsamus,mrgameandwatch,1719,1460,3179,54.07,45.93
luigi,zerosuitsamus,1759,1494,3253,54.07,45.93
kazuya,iceclimbers,751,638,1389,54.07,45.93
lucas,byleth,1569,1333,2902,54.07,45.93
toonlink,inkling,1410,1198,2608,54.06,45.94
iceclimbers,marth,306,260,566,54.06,45.94
greninja,zerosuitsamus,1384,1176,2560,54.06,45.94
robin,pikachu,1125,956,2081,54.06,45.94
miigunner,wario,333,283,616,54.06,45.94
samus,peach,926,787,1713,54.06,45.94
darksamus,wolf,1346,1144,2490,54.06,45.94
olimar,sheik,160,136,296,54.05,45.95
simon,olimar,60,51,111,54.05,45.95
wiifittrainer,bowser,2667,2267,4934,54.05,45.95
minmin,diddykong,1494,1270,2764,54.05,45.95
bayonetta,sonic,2181,1854,4035,54.05,45.95
younglink,jigglypuff,1588,1350,2938,54.05,45.95
fox,byleth,1702,1447,3149,54.05,45.95
rob,darksamus,1255,1067,2322,54.05,45.95
greninja,pichu,915,778,1693,54.05,45.95
peach,littlemac,708,602,1310,54.05,45.95
falco,joker,4432,3769,8201,54.04,45.96
duckhunt,metaknight,261,222,483,54.04,45.96
daisy,kirby,261,222,483,54.04,45.96
ike,littlemac,1580,1344,2924,54.04,45.96
yoshi,lucario,931,792,1723,54.03,45.97
ken,kingdedede,1387,1180,2567,54.03,45.97
miiswordfighter,jigglypuff,630,536,1166,54.03,45.97
miigunner,daisy,114,97,211,54.03,45.97
zelda,falco,1886,1605,3491,54.02,45.98
megaman,pokemontrainer,1337,1138,2475,54.02,45.98
duckhunt,shulk,430,366,796,54.02,45.98
ryu,rosalina,195,166,361,54.02,45.98
sonic,bowser,3759,3200,6959,54.02,45.98
ike,captainfalcon,2142,1824,3966,54.01,45.99
bayonetta,donkeykong,1854,1579,3433,54.01,45.99
pit,chrom,270,230,500,54.00,46.00
mrgameandwatch,incineroar,1980,1687,3667,54.00,46.00
sonic,falco,2244,1912,4156,53.99,46.01
bayonetta,wario,1163,991,2154,53.99,46.01
miibrawler,metaknight,487,415,902,53.99,46.01
miiswordfighter,duckhunt,291,248,539,53.99,46.01
wario,greninja,1354,1154,2508,53.99,46.01
greninja,falco,1984,1691,3675,53.99,46.01
piranhaplant,pikachu,1287,1097,2384,53.98,46.02
wolf,lucario,1146,977,2123,53.98,46.02
fox,lucario,597,509,1106,53.98,46.02
pikachu,roy,2107,1797,3904,53.97,46.03
littlemac,zerosuitsamus,1288,1099,2387,53.96,46.04
drmario,wario,552,471,1023,53.96,46.04
peach,incineroar,995,849,1844,53.96,46.04
terry,sora,2332,1990,4322,53.96,46.04
duckhunt,banjokazooie,757,646,1403,53.96,46.04
ken,samus,1446,1234,2680,53.96,46.04
pikachu,daisy,389,332,721,53.95,46.05
donkeykong,ridley,1905,1626,3531,53.95,46.05
kingkrool,joker,4609,3934,8543,53.95,46.05
darksamus,lucario,239,204,443,53.95,46.05
rob,kingdedede,3607,3079,6686,53.95,46.05
ike,piranhaplant,1018,869,1887,53.95,46.05
yoshi,roy,3039,2595,5634,53.94,46.06
cloud,younglink,3224,2753,5977,53.94,46.06
pokemontrainer,captainfalcon,3773,3222,6995,53.94,46.06
ike,wolf,2472,2111,4583,53.94,46.06
drmario,incineroar,1014,866,1880,53.94,46.06
zelda,miiswordfighter,603,515,1118,53.94,46.06
sora,sheik,514,439,953,53.93,46.07
toonlink,mewtwo,473,404,877,53.93,46.07
donkeykong,younglink,1728,1476,3204,53.93,46.07
incineroar,roy,2416,2064,4480,53.93,46.07
miigunner,link,584,499,1083,53.92,46.08
yoshi,corrin,1918,1639,3557,53.92,46.08
roy,lucina,2613,2233,4846,53.92,46.08
daisy,littlemac,337,288,625,53.92,46.08
bowser,roy,3605,3081,6686,53.92,46.08
peach,ryu,358,306,664,53.92,46.08
rob,toonlink,1942,1660,3602,53.91,46.09
hero,byleth,1770,1513,3283,53.91,46.09
palutena,lucas,2653,2268,4921,53.91,46.09
drmario,robin,662,566,1228,53.91,46.09
minmin,palutena,2966,2536,5502,53.91,46.09
yoshi,captainfalcon,3603,3081,6684,53.90,46.10
miibrawler,byleth,1015,868,1883,53.90,46.10
terry,hero,2396,2049,4445,53.90,46.10
megaman,toonlink,560,479,1039,53.90,46.10
snake,metaknight,1162,994,2156,53.90,46.10
darksamus,falco,830,710,1540,53.90,46.10
kingdedede,mario,2733,2338,5071,53.89,46.11
richter,terry,963,824,1787,53.89,46.11
kazuya,hero,1733,1483,3216,53.89,46.11
rob,zerosuitsamus,2796,2393,5189,53.88,46.12
duckhunt,ken,493,422,915,53.88,46.12
robin,falco,1285,1100,2385,53.88,46.12
incineroar,chrom,869,744,1613,53.87,46.13
shulk,younglink,765,655,1420,53.87,46.13
daisy,younglink,327,280,607,53.87,46.13
simon,samus,376,322,698,53.87,46.13
villager,pokemontrainer,947,811,1758,53.87,46.13
palutena,pacman,3407,2918,6325,53.87,46.13
snake,robin,1812,1552,3364,53.86,46.14
lucas,ridley,1053,902,1955,53.86,46.14
toonlink,fox,991,849,1840,53.86,46.14
lucas,pichu,684,586,1270,53.86,46.14
sonic,hero,2088,1789,3877,53.86,46.14
greninja,corrin,999,856,1855,53.85,46.15
terry,zerosuitsamus,2236,1916,4152,53.85,46.15
palutena,miibrawler,1679,1439,3118,53.85,46.15
kingkrool,byleth,2342,2008,4350,53.84,46.16
samus,mrgameandwatch,2196,1883,4079,53.84,46.16
rosalina,wario,421,361,782,53.84,46.16
minmin,pacman,1833,1572,3405,53.83,46.17
diddykong,falco,1981,1699,3680,53.83,46.17
minmin,terry,2869,2461,5330,53.83,46.17
olimar,darksamus,218,187,405,53.83,46.17
ness,pokemontrainer,4824,4139,8963,53.82,46.18
darksamus,incineroar,671,576,1247,53.81,46.19
rob,falco,4062,3487,7549,53.81,46.19
chrom,younglink,835,717,1552,53.80,46.20
wiifittrainer,sonic,1721,1478,3199,53.80,46.20
kingdedede,wario,1269,1090,2359,53.79,46.21
villager,donkeykong,709,609,1318,53.79,46.21
kazuya,littlemac,2220,1907,4127,53.79,46.21
toonlink,lucas,951,817,1768,53.79,46.21
daisy,roy,419,360,779,53.79,46.21
inkling,littlemac,2145,1843,3988,53.79,46.21
wiifittrainer,donkeykong,1835,1577,3412,53.78,46.22
villager,metaknight,249,214,463,53.78,46.22
ganondorf,sephiroth,1146,985,2131,53.78,46.22
villager,inkling,805,692,1497,53.77,46.23
pikachu,byleth,1676,1441,3117,53.77,46.23
roy,marth,1193,1026,2219,53.76,46.24
ike,metaknight,543,467,1010,53.76,46.24
littlemac,roy,1737,1494,3231,53.76,46.24
rob,donkeykong,3739,3216,6955,53.76,46.24
mrgameandwatch,peach,908,781,1689,53.76,46.24
miigunner,cloud,1209,1040,2249,53.76,46.24
wario,kingkrool,1267,1090,2357,53.75,46.25
ganondorf,byleth,1604,1380,2984,53.75,46.25
pacman,wolf,3502,3013,6515,53.75,46.25
darksamus,diddykong,602,518,1120,53.75,46.25
pichu,random,215,185,400,53.75,46.25
metaknight,hero,631,543,1174,53.75,46.25
donkeykong,mario,3093,2662,5755,53.74,46.26
wiifittrainer,kingdedede,1622,1396,3018,53.74,46.26
piranhaplant,sora,890,766,1656,53.74,46.26
palutena,mario,4501,3874,8375,53.74,46.26
miiswordfighter,link,633,545,1178,53.74,46.26
kingkrool,younglink,1849,1592,3441,53.73,46.27
mewtwo,shulk,511,440,951,53.73,46.27
snake,lucas,2332,2008,4340,53.73,46.27
snake,sonic,3858,3322,7180,53.73,46.27
rosalina,joker,1109,955,2064,53.73,46.27
terry,cloud,5474,4714,10188,53.73,46.27
isabelle,corrin,562,484,1046,53.73,46.27
terry,yoshi,3811,3283,7094,53.72,46.28
ken,rob,2332,2009,4341,53.72,46.28
sonic,kazuya,1792,1544,3336,53.72,46.28
pikachu,jigglypuff,2045,1762,3807,53.72,46.28
iceclimbers,ken,340,293,633,53.71,46.29
peach,pichu,463,399,862,53.71,46.29
falco,roy,2816,2427,5243,53.71,46.29
toonlink,yoshi,1665,1435,3100,53.71,46.29
pichu,fox,856,738,1594,53.70,46.30
zelda,byleth,1525,1315,2840,53.70,46.30
sonic,corrin,1766,1523,3289,53.69,46.31
wiifittrainer,bowserjr,894,771,1665,53.69,46.31
falco,sephiroth,2059,1776,3835,53.69,46.31
miiswordfighter,littlemac,553,477,1030,53.69,46.31
ridley,ganondorf,1239,1069,2308,53.68,46.32
metaknight,sheik,307,265,572,53.67,46.33
darksamus,roy,753,650,1403,53.67,46.33
duckhunt,lucas,563,486,1049,53.67,46.33
falco,ganondorf,1816,1568,3384,53.66,46.34
terry,mario,3442,2972,6414,53.66,46.34
link,darkpit,1018,879,1897,53.66,46.34
pokemontrainer,roy,3233,2792,6025,53.66,46.34
donkeykong,zelda,2185,1887,4072,53.66,46.34
banjokazooie,iceclimbers,550,475,1025,53.66,46.34
toonlink,iceclimbers,352,304,656,53.66,46.34
inkling,zerosuitsamus,1953,1687,3640,53.65,46.35
inkling,falco,2351,2031,4382,53.65,46.35
daisy,metaknight,147,127,274,53.65,46.35
duckhunt,wolf,1463,1264,2727,53.65,46.35
pokemontrainer,pyra,3597,3108,6705,53.65,46.35
samus,piranhaplant,1222,1056,2278,53.64,46.36
miiswordfighter,pokemontrainer,788,681,1469,53.64,46.36
rosalina,pichu,221,191,412,53.64,46.36
darksamus,lucas,582,503,1085,53.64,46.36
diddykong,daisy,339,293,632,53.64,46.36
lucas,mario,2079,1797,3876,53.64,46.36
terry,rosalina,811,701,1512,53.64,46.36
iceclimbers,zerosuitsamus,568,491,1059,53.64,46.36
wario,lucario,465,402,867,53.63,46.37
pit,joker,1248,1079,2327,53.63,46.37
pacman,piranhaplant,990,856,1846,53.63,46.37
daisy,corrin,207,179,386,53.63,46.37
ken,ryu,710,614,1324,53.63,46.37
shulk,wolf,1620,1401,3021,53.62,46.38
link,corrin,1191,1030,2221,53.62,46.38
palutena,kingkrool,3610,3122,6732,53.62,46.38
metaknight,chrom,274,237,511,53.62,46.38
kingkrool,jigglypuff,2586,2237,4823,53.62,46.38
inkling,pikachu,2798,2421,5219,53.61,46.39
isabelle,captainfalcon,1381,1195,2576,53.61,46.39
ryu,diddykong,765,662,1427,53.61,46.39
richter,luigi,1011,875,1886,53.61,46.39
samus,yoshi,3160,2735,5895,53.60,46.40
peach,piranhaplant,625,541,1166,53.60,46.40
palutena,incineroar,3052,2642,5694,53.60,46.40
peach,darkpit,432,374,806,53.60,46.40
rosalina,sheik,149,129,278,53.60,46.40
samus,cloud,3971,3438,7409,53.60,46.40
bowser,joker,6996,6057,13053,53.60,46.40
falco,jigglypuff,2239,1939,4178,53.59,46.41
miibrawler,pichu,418,362,780,53.59,46.41
captainfalcon,lucario,1024,887,1911,53.58,46.42
luigi,zelda,2086,1807,3893,53.58,46.42
miiswordfighter,lucario,187,162,349,53.58,46.42
ganondorf,kirby,1369,1186,2555,53.58,46.42
bowserjr,kingdedede,1459,1264,2723,53.58,46.42
miiswordfighter,piranhaplant,419,363,782,53.58,46.42
darksamus,ryu,285,247,532,53.57,46.43
robin,palutena,2183,1892,4075,53.57,46.43
lucas,jigglypuff,1659,1438,3097,53.57,46.43
snake,duckhunt,1269,1100,2369,53.57,46.43
metaknight,jigglypuff,751,651,1402,53.57,46.43
drmario,captainfalcon,1218,1056,2274,53.56,46.44
robin,banjokazooie,978,848,1826,53.56,46.44
kingdedede,miigunner,730,633,1363,53.56,46.44
kazuya,pokemontrainer,2424,2102,4526,53.56,46.44
zelda,isabelle,911,790,1701,53.56,46.44
banjokazooie,villager,467,405,872,53.56,46.44
luigi,kazuya,2502,2170,4672,53.55,46.45
miiswordfighter,bowser,1003,870,1873,53.55,46.45
piranhaplant,rosalina,347,301,648,53.55,46.45
sonic,wolf,3890,3375,7265,53.54,46.46
yoshi,metaknight,967,839,1806,53.54,46.46
incineroar,darkpit,757,657,1414,53.54,46.46
drmario,roy,863,749,1612,53.54,46.46
luigi,peach,1129,980,2109,53.53,46.47
villager,rosalina,167,145,312,53.53,46.47
mrgameandwatch,falco,2308,2004,4312,53.53,46.47
rosalina,roy,631,548,1179,53.52,46.48
isabelle,pikachu,1036,900,1936,53.51,46.49
banjokazooie,kingkrool,2057,1787,3844,53.51,46.49
sephiroth,sora,1860,1616,3476,53.51,46.49
palutena,cloud,6422,5580,12002,53.51,46.49
piranhaplant,random,313,272,585,53.50,46.50
cloud,random,795,691,1486,53.50,46.50
darksamus,sora,497,432,929,53.50,46.50
bayonetta,miigunner,520,452,972,53.50,46.50
iceclimbers,ryu,283,246,529,53.50,46.50
miiswordfighter,wario,306,266,572,53.50,46.50
peach,metaknight,368,320,688,53.49,46.51
miiswordfighter,mrgameandwatch,667,580,1247,53.49,46.51
simon,luigi,353,307,660,53.48,46.52
lucas,sephiroth,1251,1088,2339,53.48,46.52
metaknight,piranhaplant,499,434,933,53.48,46.52
pichu,pyra,1037,902,1939,53.48,46.52
ryu,pichu,292,254,546,53.48,46.52
darkpit,hero,707,615,1322,53.48,46.52
sora,roy,1762,1533,3295,53.47,46.53
ridley,jigglypuff,1386,1206,2592,53.47,46.53
inkling,wolf,4205,3659,7864,53.47,46.53
kingdedede,mewtwo,1071,932,2003,53.47,46.53
bayonetta,robin,1049,913,1962,53.47,46.53
link,kirby,1435,1249,2684,53.46,46.54
rob,ryu,919,800,1719,53.46,46.54
kazuya,toonlink,896,780,1676,53.46,46.54
darksamus,inkling,1097,955,2052,53.46,46.54
chrom,jigglypuff,798,695,1493,53.45,46.55
rosalina,chrom,217,189,406,53.45,46.55
sephiroth,random,372,324,696,53.45,46.55
mrgameandwatch,fox,1753,1527,3280,53.45,46.55
metaknight,sonic,869,757,1626,53.44,46.56
bayonetta,palutena,2935,2557,5492,53.44,46.56
drmario,zelda,761,663,1424,53.44,46.56
palutena,chrom,1462,1274,2736,53.44,46.56
bayonetta,toonlink,1058,922,1980,53.43,46.57
zerosuitsamus,byleth,1650,1438,3088,53.43,46.57
bowser,younglink,2748,2395,5143,53.43,46.57
wario,incineroar,1386,1208,2594,53.43,46.57
lucario,sora,444,387,831,53.43,46.57
pichu,littlemac,756,659,1415,53.43,46.57
drmario,metaknight,304,265,569,53.43,46.57
olimar,pikachu,616,537,1153,53.43,46.57
pacman,falco,2223,1938,4161,53.42,46.58
bowserjr,mario,1428,1245,2673,53.42,46.58
littlemac,younglink,1366,1191,2557,53.42,46.58
peach,random,203,177,380,53.42,46.58
palutena,wolf,5683,4956,10639,53.42,46.58
villager,iceclimbers,227,198,425,53.41,46.59
link,sora,1356,1183,2539,53.41,46.59
ryu,kingkrool,494,431,925,53.41,46.59
wario,pyra,1797,1568,3365,53.40,46.60
zerosuitsamus,kirby,1005,877,1882,53.40,46.60
drmario,byleth,848,740,1588,53.40,46.60
bowserjr,shulk,606,529,1135,53.39,46.61
snake,luigi,3762,3284,7046,53.39,46.61
pichu,roy,858,749,1607,53.39,46.61
zelda,megaman,922,805,1727,53.39,46.61
robin,younglink,963,841,1804,53.38,46.62
sonic,sora,1730,1511,3241,53.38,46.62
bowserjr,zerosuitsamus,877,766,1643,53.38,46.62
rob,samus,3716,3246,6962,53.38,46.62
peach,roy,1180,1031,2211,53.37,46.63
wiifittrainer,miigunner,396,346,742,53.37,46.63
bowserjr,inkling,1301,1137,2438,53.36,46.64
mrgameandwatch,terry,2793,2441,5234,53.36,46.64
pokemontrainer,fox,2715,2373,5088,53.36,46.64
pacman,bowser,3097,2707,5804,53.36,46.64
chrom,pichu,525,459,984,53.35,46.65
kingdedede,younglink,1584,1385,2969,53.35,46.65
miiswordfighter,mario,773,676,1449,53.35,46.65
darksamus,cloud,1411,1234,2645,53.35,46.65
yoshi,darkpit,1212,1060,2272,53.35,46.65
samus,pokemontrainer,2623,2296,4919,53.32,46.68
villager,mario,859,752,1611,53.32,46.68
shulk,pikachu,1157,1013,2170,53.32,46.68
ike,olimar,362,317,679,53.31,46.69
toonlink,captainfalcon,1408,1233,2641,53.31,46.69
terry,miibrawler,1305,1143,2448,53.31,46.69
sephiroth,sheik,548,480,1028,53.31,46.69
ridley,mewtwo,597,523,1120,53.30,46.70
robin,shulk,582,510,1092,53.30,46.70
peach,ganondorf,736,645,1381,53.29,46.71
daisy,mewtwo,178,156,334,53.29,46.71
palutena,miiswordfighter,963,844,1807,53.29,46.71
incineroar,cloud,3692,3237,6929,53.28,46.72
samus,bowser,3539,3103,6642,53.28,46.72
zelda,lucas,1437,1260,2697,53.28,46.72
mario,diddykong,2065,1811,3876,53.28,46.72
littlemac,miibrawler,927,813,1740,53.28,46.72
mario,cloud,5037,4418,9455,53.27,46.73
metaknight,darksamus,293,257,550,53.27,46.73
bayonetta,banjokazooie,1392,1221,2613,53.27,46.73
pokemontrainer,cloud,5313,4661,9974,53.27,46.73
sheik,lucina,709,622,1331,53.27,46.73
terry,wario,1503,1319,2822,53.26,46.74
duckhunt,cloud,1554,1364,2918,53.26,46.74
samus,roy,2186,1919,4105,53.25,46.75
isabelle,olimar,262,230,492,53.25,46.75
palutena,littlemac,2612,2293,4905,53.25,46.75
sonic,peach,1017,893,1910,53.25,46.75
greninja,ridley,1190,1045,2235,53.24,46.76
kazuya,diddykong,1800,1581,3381,53.24,46.76
joker,random,954,838,1792,53.24,46.76
banjokazooie,pokemontrainer,2190,1924,4114,53.23,46.77
daisy,zelda,346,304,650,53.23,46.77
inkling,corrin,1294,1137,2431,53.23,46.77
terry,kingkrool,3017,2651,5668,53.23,46.77
luigi,toonlink,1352,1188,2540,53.23,46.77
ryu,banjokazooie,536,471,1007,53.23,46.77
diddykong,lucas,1221,1073,2294,53.23,46.77
daisy,pichu,165,145,310,53.23,46.77
